customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
257,CUST-TFVGE2L4,Jodi,Mckee,jeffreyhughes@example.net,0498.211.678,5/8 Kimberly Green,Level 6 ,Beverlymouth,VIC,2980,AU,-31.366158,146.837214,1987-02-24,2022-06-04T19:07:05,False,True
258,CUST-26PARSG7,Keith,Escobar,rogerschristian@example.net,+61.456.979.684,1 Jackson Vista,,West Sarahmouth,NT,0957,AU,-14.358834,146.529818,1971-11-27,2022-04-20T01:19:51,False,True
259,CUST-A7YVDQBS,Alexis,Ho,samantha94@example.org,(08).3589.4415,87 Horn Reserve,,North Ryan,VIC,2979,AU,-13.66739,125.476976,1977-04-10,2023-03-19T10:04:21,False,True
260,CUST-JFE8UDTT,Daniel,Chavez,swilliams@example.org,+61.7.8077.7806,Unit 78 5 Carrillo Triangle,Apt. 255 ,Longborough,WA,9699,AU,-38.176651,125.077858,1990-05-22,2024-12-22T01:50:48,True,True
261,CUST-DBPGVV4Z,Joshua,Cameron,parkereric@example.net,(07).9702.6127,Flat 29 2 Corey Corner,Flat 26 ,Walkerport,ACT,6534,AU,-21.190411,134.406367,2001-10-11,2021-06-23T03:22:58,False,True
262,CUST-QYZQII4W,John,Robertson,cohensteven@example.net,+61-8-3090-4619,4 Lynch Alley,Unit 74 ,Charleschester,NSW,3023,AU,-17.181524,149.060963,2000-08-31,2025-06-19T01:06:06,True,True
263,CUST-4KMUSOZD,Samuel,Walker,todd78@example.net,0445.139.872,Unit 87 552 Robin Key,,Mariahport,VIC,2983,AU,-23.921777,122.020162,1981-11-11,2021-10-13T17:33:45,False,True
264,CUST-V2P2TIXC,Evan,Ferguson,villatimothy@example.org,1066.4803,9/7 Carrie Break,Apt. 867 ,Lake Jessica,WA,2674,AU,-28.261113,135.313683,1999-12-10,2021-12-22T11:12:54,False,True
265,CUST-31NRXD35,Isaac,Paul,lmaxwell@example.org,0461 799 112,,,West Stephentown,ACT,0921,AU,-38.926641,134.312744,1994-12-26,2025-01-05T07:07:26,False,True
266,CUST-2Y77Z69U,Ronald,Ellis,ijoyce@example.com,64599008,Level 5 428 Jennifer Junction,Flat 41 ,St. Meghan,ACT,3207,AU,-41.878041,149.845179,1964-10-06,2020-01-04T20:23:24,False,True
267,CUST-5IZOLNNT,Tracy,Flores,bbell@example.com,(07)17620868,3/1 Erin Square,,West Sherifurt,WA,2619,AU,-12.567611,147.278433,1973-11-03,2023-03-27T04:34:15,True,True
268,CUST-ZRP9DXOQ,Donna,Vega,rwood@example.org,0443.096.160,156/82 Freeman Chase,,Port Justinview,QLD,9041,AU,-26.679893,135.186101,2000-05-17,2024-04-24T12:56:10,False,True
269,CUST-R0ZJ7UBB,Glenda,Reed,twoods@example.org,02.4284.3965,29/73 Anderson Outlook,0/,New Joshua,VIC,7327,AU,-41.277854,142.66779,1985-01-25,2025-03-19T18:49:17,True,True
270,CUST-R08CW2LB,Kevin,Walker,danataylor@example.net,07-5623-8171,577/9 Knox Arcade,380/,Mistyburgh,WA,2841,AU,-28.046099,142.820211,1997-10-08,2023-12-16T10:43:36,False,False
271,CUST-00UCRGB9,Shannon,Lawson,destiny10@example.net,+61.444.834.115,137 Harris Formation,,Ericaberg,NSW,2910,AU,-26.809732,147.760701,1984-12-04,2022-10-29T04:49:32,False,True
272,CUST-0V60XNG2,Eric,George,cruzbrian@example.org,(03)-1205-5072,91 Carson Green,,East Michaeltown,NT,2606,AU,-10.541564,152.628517,1973-10-30,2025-07-24T15:02:05,False,True
273,CUST-WH0MX1EG,Peter,Osborne,qcarter@example.org,07-3871-3889,1 Sarah Mall,Unit 51 ,Josephshire,QLD,2976,AU,-25.894292,127.951633,1994-12-29,2025-04-27T09:33:42,True,True
274,CUST-7QY8YB7W,Christine,Gonzales,carrmaria@example.org,0366735792,41 Torres Way,78/,South Kathleenfort,QLD,1827,AU,-32.611108,123.217688,1968-10-25,2022-11-11T23:49:26,False,True
275,CUST-IY1SY9LA,Maria,Sanders,bad_email,,9/0 Paul Ramp,30/,St. Jonathanstad,QLD,5767,AU,-20.693015,126.76369,1985-06-01,2022-10-28T07:01:47,True,True
276,CUST-V6HVE8DV,Andrea,Hernandez,fostertanya@example.net,+61-8-9572-5413,2 Bennett Circuit,819/,Coltonport,NSW,2920,AU,-37.717867,116.655494,1976-07-12,2022-11-03T10:43:29,False,True
277,CUST-7JP61LFC,Melissa,Mccarthy,peterswanda@example.com,+61.429.890.729,Level 7 2 Faulkner Cul-de-sac,,South Johntown,SA,2602,AU,-11.509406,123.115924,1999-07-11,2020-10-11T17:54:10,False,True
278,CUST-XDTPWDPJ,Cristina,Sparks,jamie88@example.org,(02) 8259 7587,6 Nixon Subway,275/,Michelleville,TAS,2016,AU,-43.361997,132.903458,1960-01-29,2020-06-03T14:13:01,False,True
279,CUST-US7RP422,Lisa,Perez,michael35@example.org,,436 Leslie Triangle,Flat 51 ,South Bradleymouth,SA,2199,AU,-27.609744,135.824243,1992-03-14,2023-09-27T11:01:32,False,True
280,CUST-DT8CQ1XG,Brenda,Jones,lovejake@example.org,0491 372 621,Flat 99 284 Tina Mall,914/,East Kyle,NT,2992,AU,-13.520336,138.485916,1992-03-25,2025-06-15T03:05:23,False,True
281,CUST-BA9IN2XR,Leah,Nichols,dcooper@example.net,(03).1057.6165,928/457 Paula Piazza,,Perkinston,NT,2503,AU,-32.464306,126.184181,1963-11-03,2024-07-18T04:18:11,False,True
282,CUST-75T0IC0R,Barry,Mcclure,uhenson@example.net,(08) 4375 0749,Flat 43 9 Wood Footway,,Lake Christopherchester,SA,8915,AU,-21.941262,112.603339,1964-06-25,2023-06-12T03:32:32,False,True
283,CUST-3DR2H2P3,Timothy,Charles,christopher30@example.com,0465.834.239,Flat 67 911 Jonathan Villas,Level 6 ,Caseyland,NSW,2132,AU,-24.417122,117.767835,1979-02-17,2020-07-05T21:35:36,False,True
284,CUST-1GNFIUE2,Laura,Richardson,austinandersen@example.com,0414-890-606,Apt. 895 1 Smith Point,Unit 88 ,Lake David,NT,2928,AU,-41.255431,112.303408,1967-12-30,2023-03-08T15:09:15,False,True
285,CUST-EFJQIGYV,Derrick,Lewis,jennifer16@example.org,1932.1063,03 Phillip Frontage,Unit 41 ,Jacquelineview,VIC,2955,AU,-33.759208,129.589007,1981-02-20,2022-02-25T04:16:41,False,True
286,CUST-59SQWHBE,John,Bryant,larry53@example.net,(08)88789519,Level 1 851 Tiffany Run,,East Jacob,QLD,2645,AU,-38.568174,150.752268,1964-11-05,2024-01-31T10:22:43,False,True
287,CUST-6QDBTFBS,Frank,Hansen,travis88@example.net,5819 6288,Flat 49 6 Debbie Alley,5/,Smithborough,NT,2161,AU,-29.751747,143.377644,1989-03-21,2022-07-31T04:00:35,False,True
288,CUST-5NHQR6F7,Stephanie,Bird,thompsonbridget@example.com,(02) 8373 6167,Level 6 33 Maria Ring,96/,South Bradleyton,QLD,0860,AU,-22.511282,152.973347,1978-02-21,2023-10-07T04:37:53,True,True
289,CUST-DQP1HKF2,Timothy,Roman,karlafreeman@example.net,0316277118,0/359 Hall Centreway,27/,St. Michael,VIC,2595,AU,-36.190122,129.291238,2003-11-21,2022-06-05T21:32:19,False,True
290,CUST-P5IPI786,Jordan,Caldwell,sharon03@example.com,0874049382,,0/,New Seanburgh,NT,2235,AU,-19.061806,133.177086,1998-03-11,2024-06-03T17:26:58,False,True
291,CUST-RC1YOHMI,Tracey,Adams,aaronfoster@example.org,,0 Gibson Reach,,Lake Austinmouth,WA,2934,AU,-28.384384,135.955993,1962-03-10,2025-02-06T16:53:06,False,True
292,CUST-2NQW4C6L,Lisa,Mendez,jade13@example.org,(02) 7186 3258,Unit 11 804 Ward Brae,Unit 63 ,Toddshire,TAS,2948,AU,-25.557206,145.368108,1967-04-06,2023-10-07T01:59:44,False,True
293,CUST-BNQBNXZU,Vickie,Harris,sarahmyers@example.org,(08).6504.1632,90/02 Corey Break,820/,Jacksonburgh,TAS,2047,AU,-21.932694,142.969963,1978-10-27,2022-07-12T11:40:03,False,True
294,CUST-JCMRSEZY,Nichole,Daniels,vestes@example.net,2586.4274,Flat 07 238 Garcia Driveway,Flat 18 ,South Danielborough,SA,2670,AU,-11.857579,145.969427,1965-11-20,2022-02-10T16:40:14,True,True
295,CUST-8CFEFFH8,Amber,Cabrera,joannaleonard@example.net,04411056,171 Shannon Dell,Apt. 731 ,West Luis,NSW,2973,AU,-27.887233,129.645459,1961-12-04,2023-04-09T06:53:00,True,True
296,CUST-8XOMXLVZ,Jamie,Martinez,crystal24@example.org,+61.2.1993.5966,6/56 Cathy Upper,,Lake Evan,WA,9981,AU,-17.162159,119.212959,1983-04-29,2022-07-17T17:37:50,False,True
297,CUST-FK8WFTGG,Daniel,Scott,charleshughes@example.net,9226-6456,07 Angela Run,,West Karltown,NSW,2619,AU,-40.024811,153.738468,1971-05-07,2024-12-10T09:28:52,False,True
298,CUST-X9FQ9TEA,Robert,Cruz,beltranandrew@example.com,+61-8-8975-5698,Suite 180 0 Chad Distributor,2/,Riosburgh,WA,2953,AU,-38.694189,152.746307,2005-07-09,2023-09-18T23:33:55,False,True
299,CUST-79UFU6PY,Anthony,Lucero,wiseray@example.com,+61.7.5676.4306,95 Jones Amble,Flat 37 ,St. Jenna,NT,7421,AU,-33.525205,128.868457,1979-10-08,2024-12-31T13:00:44,True,True
300,CUST-VH7KATQY,Brandon,Kim,hectorgarcia@example.org,+61 496 399 733,658 Johnson Hill,,Brooksstad,QLD,2980,AU,-23.427354,151.622891,1992-05-23,2024-06-16T05:23:11,False,True
301,CUST-AMLQUH50,Thomas,Rivera,abigailpotts@example.org,0451.602.356,Flat 24 496 Welch Vista,676/,St. Karen,TAS,2918,AU,-13.477397,142.601432,1997-02-27,2021-07-25T21:22:42,False,True
302,CUST-9SM7VNAW,David,Bailey,joshuaramirez@example.com,+61.464.126.922,07/186 Alexis Row,Flat 41 ,Hunterchester,WA,2928,AU,-12.894348,120.368818,1994-04-01,2023-03-31T20:09:56,False,True
303,CUST-VR0I2FKX,Nathan,Lucero,claudia94@example.com,(08).4701.3448,35 Lindsay Trunkway,,West Jason,QLD,2689,AU,-37.901342,150.085314,1981-12-15,2020-04-26T04:20:44,False,True
304,CUST-VNRPJY93,Emily,Stone,coxcharles@example.net,0793228531,,,Johnchester,QLD,2803,AU,-24.223747,118.137759,2001-05-12,2021-07-08T13:00:43,False,True
305,CUST-6MKT7S1G,James,Horton,martinwilliam@example.org,+61 400 220 397,3 Dickerson Row,Apt. 032 ,East Jamieshire,ACT,2676,AU,-15.888052,140.76862,1987-01-04,2023-01-16T13:11:56,True,True
306,CUST-ASNRM6DF,Melissa,Wang,daniel36@example.com,(03)-5899-1220,372 Natalie Cove,Level 9 ,Weaverberg,QLD,2232,AU,-15.73185,134.077419,1970-03-23,2024-09-05T16:45:57,False,True
307,CUST-AMYFP9S8,Joseph,Jackson,jay17@example.net,0499 441 120,Unit 03 582 Bruce Quadrant,,Donaldside,NT,2914,AU,-39.623708,141.158258,1980-04-29,2023-06-13T04:33:49,False,True
308,CUST-1EARPHBX,Tamara,Brown,zlawson@example.org,(02).2110.7895,89 Patricia Firetrail,,St. Tracymouth,VIC,5100,AU,-33.744043,112.431441,1968-08-28,2021-05-22T21:54:38,False,True
309,CUST-MD478MFS,Traci,Byrd,manninglinda@example.org,4629.3936,Flat 29 181 Thompson Close,,Wesleyshire,VIC,0271,AU,-24.343455,112.587341,1979-06-20,2022-02-23T10:15:43,False,True
310,CUST-0774RZGY,Laura,Powell,destiny15@example.com,+61-3-0768-9852,19 Deborah Quad,,North Raymond,QLD,2604,AU,-26.515466,129.118275,1988-03-12,2021-05-21T16:57:46,True,True
311,CUST-ZUBLEKVL,Kimberly,Smith,christopherkelley@example.net,0414.004.131,314 Martinez Ride,,Zacharyville,NSW,7908,AU,-14.917567,119.928969,1966-03-30,2025-05-02T13:22:41,False,True
312,CUST-DPXDFOVD,Kevin,Morris,melissa76@example.org,7290 7350,,58/,New Stephanieport,WA,2629,AU,-32.486524,136.988355,1996-04-08,2021-05-17T08:28:42,False,True
313,CUST-ZUJ2XORV,April,Holland,johnsonangela@example.net,+61.2.8031.7002,Apt. 359 0 Gutierrez Strand,Apt. 686 ,Jessicaview,TAS,2483,AU,-40.326753,122.528974,2004-08-11,2022-08-03T22:52:41,False,False
314,CUST-3RAGVLKW,Christina,Munoz,ijones@example.net,(08).7697.9393,Level 0 3 Michael Ramble,,Dennisfort,NT,0297,AU,-28.155258,124.329643,2004-09-01,2025-07-01T18:22:44,False,True
315,CUST-T8BP6NLN,David,Gonzalez,michaellawrence@example.net,,473 Lucas Brow,Flat 25 ,Strongport,QLD,2378,AU,-33.696485,141.654487,2004-02-03,2024-10-30T04:53:47,False,True
316,CUST-URTTQUFC,Alison,Case,nmartin@example.net,2818 6423,504 Regina Corner,Unit 64 ,Lake Christopherstad,VIC,2307,AU,-17.939994,123.946377,1965-07-05,2020-04-25T21:29:53,True,True
317,CUST-0A6MDMMM,Scott,Jacobson,mcguireashley@example.com,02 2120 1278,45 Moore Alley,Unit 98 ,South Thomasfurt,ACT,7589,AU,-13.046773,114.75101,1987-05-10,2021-04-13T12:17:29,False,True
318,CUST-XPSPAQAL,Nicholas,Lee,hernandezedward@example.org,(03) 2602 4415,6 Sellers Gate,,South Robert,NSW,2617,AU,-20.510625,120.648149,2004-07-24,2025-08-21T12:21:44,False,True
319,CUST-HW9C4HJK,Jacob,Baxter,brookschristina@example.com,07.3888.5231,Suite 248 674 Brown Approach,Apt. 655 ,Briantown,WA,2688,AU,-19.597967,136.284116,1990-03-21,2023-01-24T02:26:57,False,True
320,CUST-MC3SKXLO,Sarah,Kelley,qgomez@example.com,67019956,1 Sally Way,Flat 26 ,Lake Markview,VIC,2985,AU,-14.049517,138.369445,1976-09-25,2025-08-06T07:45:12,False,True
321,CUST-JW34670C,Madison,Davis,stephen31@example.org,+61 2 4972 7166,Flat 96 61 Christopher Way,39/,North Brian,TAS,2974,AU,-17.971977,147.453124,1996-10-21,2023-07-29T02:20:44,False,True
322,CUST-KFYIIFA2,Cory,Rodriguez,qpatton@example.com,+61-443-541-161,Apt. 150 99 Christina Circuit,,South Lindseyport,SA,2594,AU,-13.207709,120.483601,1984-06-19,2021-07-12T01:03:39,False,True
323,CUST-G48RA4DV,Juan,Robinson,marshalleric@example.com,0462.2024,2 Tara Landing,,Stevenside,TAS,0937,AU,-21.647359,115.792864,1972-08-10,2022-08-24T04:04:31,False,True
324,CUST-XU1SRDV1,Stephanie,Ortiz,fordkelly@example.com,+61 458 645 488,4 Leach Route,Apt. 585 ,St. Andrea,ACT,2623,AU,-18.705395,151.291004,1979-07-23,2021-08-13T03:53:20,False,True
325,CUST-JVRN8LPY,Brian,Tucker,johnwilson@example.org,6382-9388,17 King Range,,East Benjaminstad,VIC,2699,AU,-19.667178,146.497345,1961-11-21,2020-05-22T01:59:26,False,True
326,CUST-TL8N3E54,Rebecca,Perez,erin33@example.org,+61.7.4586.1920,60 Martinez Footway,Flat 53 ,Holtshire,NSW,2412,AU,-35.311855,115.790514,1981-02-14,2023-05-03T07:39:35,False,True
327,CUST-L3X2JC2R,Glenn,Phillips,james00@example.com,(07) 7599 3942,Suite 357 014 Hayden Gully,,South Alison,SA,2324,AU,-12.769429,116.216614,1974-05-21,2022-12-04T18:26:06,True,True
328,CUST-TLZ1XGPX,Mary,Garcia,bad_email,0489-208-759,04 Christine Distributor,Unit 37 ,Lake Russell,NSW,2397,AU,-40.231841,122.48335,1971-09-02,2024-08-07T11:37:44,False,True
329,CUST-GVLKDNON,John,Taylor,manuel96@example.org,1332 8372,,,Port Brandi,NSW,2630,AU,-25.00998,137.704133,1980-07-08,2020-12-30T16:50:10,False,True
330,CUST-OPJDN8EZ,Jacqueline,Reyes,yavila@example.net,(07).3637.8483,Apt. 072 49 Lopez Part,342/,Aguirreberg,NT,2945,AU,-39.97058,141.969676,1977-02-03,2022-12-26T10:29:03,False,True
331,CUST-HH30GG2B,David,Chen,ftaylor@example.org,+61.8.0006.3444,2 Clinton Dale,,Bradyton,TAS,2465,AU,-24.181295,139.183894,1967-09-10,2020-02-12T17:04:17,True,True
332,CUST-YZZ0JDCL,Heather,Gentry,katelynheath@example.com,+61.2.6913.7109,Unit 99 66 Long Front,Unit 00 ,St. Erinstad,WA,2948,AU,-11.114865,137.125747,1964-01-31,2020-01-22T09:14:07,False,True
333,CUST-YE6BGGRM,Daniel,Sullivan,crystal37@example.com,07.1372.4865,272 Charles Key,,Brandonhaven,SA,2664,AU,-35.146196,125.157324,1971-06-22,2025-08-06T10:13:51,False,True
334,CUST-5W1JL6L9,Monica,Butler,hartmartha@example.com,(08)-0191-5257,7 Bryan Square,Suite 116 ,East Jodi,QLD,2639,AU,-16.860514,114.235332,1973-05-02,2020-08-11T08:22:08,False,True
335,CUST-QE6RP9UQ,Lori,Hale,watsonnathan@example.org,+61.2.1568.4086,30 Walker Rest,,St. Justin,ACT,2728,AU,-37.073054,123.932891,1975-02-05,2023-01-22T20:30:25,False,True
336,CUST-8SUOC1Y5,Kevin,Benton,collinfoster@example.net,+61332104949,818 Anderson Little,,West Timothyburgh,VIC,2983,AU,-23.928491,151.951234,1989-01-09,2021-09-21T01:03:04,True,True
337,CUST-Q8VA8X8L,Justin,Huffman,atkinsonkeith@example.com,+61 403 750 025,01 Myers Circle,Level 0 ,Lake Brenda,NSW,2619,AU,-36.813527,114.044654,1985-05-20,2023-08-16T02:01:19,False,True
338,CUST-DJI1OAHN,Kelsey,Cruz,mguzman@example.org,+61.470.872.589,Suite 868 1 Belinda Roadway,,Port Kevinshire,TAS,2970,AU,-33.849414,145.646218,1987-10-27,2021-06-21T13:04:20,False,True
339,CUST-R5RUP13W,Jessica,Davis,douglaskenneth@example.net,+61.417.023.911,,,Port Penny,ACT,2681,AU,-28.240154,121.417669,1973-11-29,2025-07-21T19:11:51,False,True
340,CUST-P6RFE64S,Clinton,Garrett,adamsmisty@example.com,,Level 5 3 Mark Highroad,,Watsonfort,NSW,2468,AU,-40.340506,129.846368,1968-06-23,2025-03-18T20:41:51,False,True
341,CUST-1A0Q24BO,Jeffrey,Robinson,gcastaneda@example.org,03 2185 3462,46 Carter Piazza,7/,Port Scott,VIC,2656,AU,-28.701771,145.929031,1990-08-15,2022-02-05T07:41:05,False,True
342,CUST-5DTAEGRY,David,Knox,nhaley@example.com,(03)89064513,94/43 Johnson Court,,Richardsonstad,TAS,4232,AU,-22.971021,152.904719,1992-05-12,2024-06-05T11:01:09,True,True
343,CUST-3ZGARFI4,Thomas,Cummings,gloria82@example.net,02.5605.2890,Level 8 74 Todd Villas,Apt. 527 ,West Amanda,VIC,6446,AU,-38.962368,129.718927,1970-06-13,2021-11-11T05:32:58,False,True
344,CUST-AQIK3OMD,Anna,Brown,tballard@example.com,0822595991,212 Miller Plaza,,Lake Maureen,NT,0812,AU,-24.325517,142.705299,1986-02-01,2020-05-31T17:44:57,False,True
345,CUST-765ICAUT,Yvette,White,stephenslauren@example.org,+61843805173,2 Davis Grove,,Rodriguezstad,NT,2928,AU,-22.828313,139.139552,2000-03-21,2024-11-21T00:45:27,False,True
346,CUST-PSVY74ZQ,Derek,Parsons,romansuzanne@example.com,3990.1590,Unit 27 189 Brenda Circle,,St. Ericaland,VIC,2378,AU,-11.999302,139.405008,1992-04-26,2025-04-18T05:53:57,False,True
347,CUST-YEHVDO9K,Anthony,Burke,oliviaestrada@example.com,,,Level 5 ,East Carolynborough,SA,2957,AU,-31.860508,118.66143,2005-03-02,2020-05-10T02:19:04,False,True
348,CUST-UR9211U6,Joseph,Castillo,joseph86@example.net,+61.7.8072.0828,071 Thomas Road,,North Renee,NT,2920,AU,-42.285651,151.743245,2001-01-04,2021-03-30T03:51:19,False,True
349,CUST-DUSGEHN0,Haley,Wells,davidlittle@example.com,+61.3.9594.8647,39 Mcdonald Rosebowl,40/,Port James,VIC,2619,AU,-38.753945,127.27695,1972-05-11,2021-05-18T07:21:02,False,True
350,CUST-I3MSDN1M,Robert,Holland,handerson@example.net,+61 3 1095 8150,Flat 41 1 Todd Approach,,New Jasonchester,WA,0955,AU,-36.241812,145.674285,1997-02-01,2024-08-03T16:42:09,False,True
351,CUST-7P1ZSCMO,Patricia,Rodriguez,tonyarobinson@example.org,0178.3155,89/144 John Pathway,,West Tanyaberg,NSW,2967,AU,-12.634359,118.339988,1965-03-09,2023-04-26T15:15:59,False,True
352,CUST-K06AKT7Z,Jessica,Mendoza,vincentpeter@example.com,+61-487-608-944,Apt. 409 825 Ross Gates,Suite 976 ,Kelseyfurt,NSW,2600,AU,-21.830739,141.293781,1996-04-15,2022-03-19T10:58:42,True,True
353,CUST-Z5STHSLM,Joe,Burns,edward21@example.com,,30 Lindsay Triangle,9/,Pennyborough,NT,3407,AU,-35.204534,146.953617,1987-04-08,2024-09-27T18:23:47,True,True
354,CUST-WMBXEK0Q,Lorraine,Burns,miranda51@example.org,60105793,82 Shelby Stairs,Apt. 398 ,Danielshire,VIC,2973,AU,-13.592477,138.365263,1980-12-23,2023-12-05T10:53:36,False,True
355,CUST-YZSILU3N,Gabrielle,Mathews,lwhite@example.net,+61.464.103.528,Suite 055 212 Christina Viaduct,,North Brandy,ACT,2995,AU,-41.885415,149.31739,2002-09-22,2022-05-29T16:14:39,True,True
356,CUST-U25VW9Y8,Andrew,Wolfe,freemanstacy@example.net,(07).5907.5636,Flat 61 8 Jacob Place,Unit 79 ,North Justinview,SA,6285,AU,-27.51801,131.223938,1970-08-04,2022-05-20T16:34:54,False,True
357,CUST-N8VOEUBF,David,Sutton,alexandra19@example.org,(02).7508.9144,78 Parrish Alley,,Brownshire,NT,2989,AU,-17.099074,117.969872,1997-11-02,2020-07-18T11:06:38,False,True
358,CUST-REM5PUU6,Zachary,Hunter,laurairwin@example.net,(08)40264594,274 Tracy Extension,Flat 89 ,Campbellland,QLD,1567,AU,-18.093658,133.200082,2001-05-08,2025-01-16T16:21:01,True,True
359,CUST-WWN6MBYP,Russell,Boyle,alyssamoyer@example.com,0857755721,Apt. 618 1 Nicholas Pass,,East Lance,TAS,2644,AU,-22.576287,144.406996,1987-09-16,2021-05-22T23:26:39,False,True
360,CUST-UBUGR6E7,Timothy,Smith,hintonsamantha@example.org,,Unit 40 7 Amy Footway,,Lake Megan,VIC,2878,AU,-20.008998,149.281545,1999-11-08,2020-12-12T19:25:32,False,True
361,CUST-5APO4LJE,Sheri,Rivera,ebrown@example.org,0873829009,202 Mary Heights,,North Williamstad,NT,0906,AU,-40.952629,124.885357,1996-07-15,2021-11-24T02:08:41,False,True
362,CUST-COLOLN3E,Laura,Williams,bmcfarland@example.com,+61.476.937.788,Level 7 9 Meyer Intersection,,West Donaldburgh,ACT,0288,AU,-18.418741,128.172045,1970-04-28,2023-01-08T02:12:27,False,True
363,CUST-BW6ATVD1,Cheryl,King,burkesarah@example.com,23194996,Apt. 250 739 Steven Rosebowl,,Jameschester,VIC,2494,AU,-15.226553,133.01816,1972-10-09,2024-03-09T19:40:36,False,True
364,CUST-P6QAQ3K8,Haley,Conley,bad_email,19878365,2 Maria Reach,869/,West Paulafort,WA,2984,AU,-15.457417,127.966448,1991-07-12,2022-05-21T21:18:17,False,True
365,CUST-TCDZ3095,Jennifer,Wilkinson,darlene31@example.net,+61359973436,82 Hardin Parkway,Unit 22 ,Torresshire,ACT,2639,AU,-11.856112,138.677135,2000-08-12,2023-01-23T08:57:14,False,True
366,CUST-8L6E7VAA,Kelly,Davis,cody32@example.org,+61 7 5808 5558,Unit 05 5 Douglas Extension,,St. Reginald,NT,2038,AU,-30.645103,115.408249,1966-12-15,2020-05-06T16:12:30,False,True
367,CUST-3MG1ZAQ7,Maurice,English,aphillips@example.com,(02) 5872 0695,,,Lake Bruceland,WA,2154,AU,-12.672445,127.028483,1968-01-27,2023-05-26T08:03:06,False,True
368,CUST-K6ZHH3O5,Manuel,Strickland,torresjoe@example.net,0451 257 370,46 Wood Interchange,Apt. 925 ,Georgeberg,WA,7403,AU,-24.76596,140.660111,1975-09-30,2020-09-24T21:24:51,True,True
369,CUST-UIS2GY9Y,Kirsten,Hill,hwright@example.net,6592 9952,Flat 14 9 Robert Circus,,St. Jameston,VIC,2331,AU,-12.111727,138.920584,1964-08-26,2023-08-16T15:44:54,False,True
370,CUST-SRSBZB7T,Jose,Hamilton,lindseychristina@example.org,(07)23004173,725 Bird Walk,27/,West James,NT,2960,AU,-16.539121,153.591115,1980-03-29,2024-10-01T02:42:37,False,True
371,CUST-CWBPA274,Debra,Owens,isaiahbush@example.org,+61 487 443 722,Apt. 537 2 Garrett Formation,Flat 13 ,Ricardobury,VIC,2920,AU,-16.064451,133.826352,1981-03-28,2020-10-25T21:50:38,False,True
372,CUST-UDCBL4CE,Crystal,Bates,colecarl@example.net,0271-8501,Suite 672 8 Townsend Range,216/,South Amandaburgh,ACT,2433,AU,-41.763131,140.457707,1964-09-06,2023-04-22T13:53:18,False,True
373,CUST-52WQQPWD,Zachary,Wilkins,gravesjames@example.org,0391180900,,23/,East Aaronmouth,QLD,2097,AU,-24.014346,116.536277,1961-02-06,2020-10-03T21:35:10,False,True
374,CUST-WJP0QI2C,Patrick,Ritter,daniel09@example.net,(08)-7930-3850,666 Caleb Service Way,01/,St. Kimberly,VIC,2693,AU,-33.4196,149.17932,1973-01-23,2021-08-26T17:05:41,False,True
375,CUST-AVYCS44P,Rodney,Lopez,djackson@example.net,08 0838 3317,172/5 Daniel Alley,Unit 93 ,Kimtown,WA,2620,AU,-32.387235,140.050126,2001-12-06,2023-09-18T21:03:33,False,True
376,CUST-LD56R7WY,Jessica,Waters,nreyes@example.net,+61-8-6534-1621,957/835 White Pass,Level 9 ,Amandafurt,WA,2688,AU,-16.301809,145.905395,1993-09-21,2022-04-20T14:34:29,False,True
377,CUST-CBEKGV1B,Christopher,Nichols,johnsullivan@example.net,+61854544060,3 Kathleen Roads,Level 2 ,Patriciaside,QLD,6756,AU,-19.559553,126.272335,1982-01-24,2022-01-01T07:08:08,True,True
378,CUST-AYN2D7KI,Cole,Mckenzie,marybrady@example.org,4284 6871,2 Angela Spur,Apt. 927 ,New Angel,SA,2961,AU,-10.078373,149.029879,1965-11-12,2021-04-30T05:15:31,False,True
379,CUST-TYLPW71V,Ashley,Mcintosh,eshaw@example.net,39139674,Suite 050 3 Stephanie Top,,Annamouth,NT,3924,AU,-22.598389,123.763079,1971-05-06,2025-06-25T07:37:05,False,True
380,CUST-WGN51NSG,Debbie,Spence,ashley74@example.org,9418.4658,Apt. 665 868 Cooper Amble,973/,Stephenton,WA,6712,AU,-27.892223,136.409841,1963-04-14,2022-04-28T07:59:33,False,True
381,CUST-HPNF4JD1,Austin,Landry,hwolfe@example.com,42346094,Suite 195 48 Young Sound,,Port Derekhaven,TAS,2394,AU,-26.583089,126.127707,2000-06-22,2025-03-30T15:44:49,False,True
382,CUST-NGIXMC4S,Linda,Villanueva,fjacobson@example.net,9796-1446,433 Bass Parkway,,Lake James,ACT,2291,AU,-41.574145,113.607818,1977-12-20,2023-09-29T07:09:34,False,True
383,CUST-14GVE4ZT,Bonnie,Jones,orozcochristina@example.com,0452.764.344,Flat 09 7 Sheri Range,,Coleshire,NSW,3274,AU,-10.107361,151.72423,1961-01-24,2025-04-17T23:48:53,False,True
384,CUST-OI0RS210,John,Jenkins,brandonmartinez@example.com,28288876,Unit 04 0 Samantha Brow,,St. Nathanton,VIC,6831,AU,-17.815544,141.313533,1978-10-20,2024-12-01T16:22:58,False,False
